Province/State,Hubei,Guangdong,Henan,Zhejiang,Hunan,Anhui,Jiangxi,Shandong,Jiangsu,Chongqing,Sichuan,Heilongjiang,Beijing,Shanghai,Hebei,Fujian,Guangxi,Shaanxi,Yunnan,Hainan,Guizhou,Tianjin,Shanxi,Gansu,Hong Kong,Liaoning,Jilin,Xinjiang,Inner Mongolia,Ningxia,Qinghai,Macau,Tibet
Sichuan,0.037880312916753506,-0.07413838162675447,0.43612990034408533,0.1535472556538852,-0.3091654562739958,0.05010175179012059,0.6260279092459611,0.01751589344000727,0.340974176188181,0.1439683517183827,1.0,0.0262604028142395,-0.1394267836503858,-0.14424790096306236,-0.035893677234400456,0.42619612007719926,0.10082699276614672,0.14057206765891256,-0.16606269504623639,0.05933323562570633,0.1397145894554996,-0.13648738265634186,-0.06811419955265038,-0.10148895385742406,-0.09502593301634772,0.028260061291059544,0.022688857554552078,-0.23823769134182116,-0.18972044265532328,0.21602198015218452,0.19197081896951246,0.06197831478819384,0.3380070314217907
Heilongjiang,-0.0009246300717237713,-0.1637822250582265,-0.12172300401285795,-0.04476157304820379,0.19080142664980382,0.20211063995991455,0.28991297835579055,0.018798666104985987,0.22133299583545946,-0.24294867284310914,0.0262604028142395,1.0,0.15465273575442764,0.21576033699138208,0.20775475846964828,-0.0946126075404818,-0.4105858111632183,-0.0314917685552158,0.14121801273142356,0.19665618405217677,0.18505185562793033,-0.0657073059672755,-0.045553494088408045,-0.14203891540981967,0.12074850010098223,0.25330939646810907,-0.23796192807833397,-0.001686298902992082,0.06968026857287894,0.23115480129121488,-0.11388149018148329,0.010341865096790323,-0.14521624339154843
Beijing,0.17904793732422852,0.18960310667895539,-0.12120567607307926,-0.2756438416092764,0.059581571794512685,-0.07188134499202145,-0.13750702800242431,-0.028469302874698087,0.2794062100893411,-0.28660482851901886,-0.1394267836503858,0.15465273575442764,1.0,0.3228377770418306,-0.012560615046537224,0.04706845001002749,-0.29778608623839137,0.258929087615018,-0.27609106486576984,0.11255633377377076,-0.1887660339597207,-0.00046549080477872726,-0.18488160555842437,0.21056847662314673,0.02353614710553801,0.31874109055075156,-0.3801025479000022,-0.18691322600552782,-0.10906068771829691,0.0050719322408413455,-0.339051235720083,0.08595389430351082,-0.576129918403843
Shanghai,-0.20024672096750837,0.2811325272294343,-0.24600444339195238,0.03570522322712734,0.2916190845846653,0.24175861843301288,-0.23243762311698637,0.018050836638474496,0.12147138162058972,-0.3467725707521531,-0.14424790096306236,0.21576033699138208,0.3228377770418306,1.0,-0.11964539060884331,-0.17233074771399498,-0.23595826751235974,0.19638843822023636,-0.1818795228067847,0.4855490481655243,-0.3220878622142252,-0.1276856713357854,-0.5182973027923801,0.1312953335917088,0.03820983366580518,0.4960572080630049,-0.12018266911308857,-0.05227814856091723,0.10898410394546273,-0.08421498790820602,-0.22060502788548317,-0.370317787308001,-0.303918822856767
Hebei,0.04980856015837738,0.00391896868564125,0.0734124718008609,0.28272529985157524,-0.2120288455281547,0.24752524868030398,-0.01996270852889233,0.038594300189638324,0.22586971453668633,-0.4478094059938885,-0.035893677234400456,0.20775475846964828,-0.012560615046537224,-0.11964539060884331,1.0,-0.08256893039792018,-0.03795143159395615,-0.28882687036192145,-0.017197586072583933,-0.33224393468307734,0.14824663225811796,0.21827441230402794,0.31186646869231094,-0.0248288273753058,0.02815232987141231,0.13907701923165539,-0.4561971909771572,0.022082807912632414,-0.3175494503605058,0.3868674463476472,-0.30202218361342376,-0.08265140540278784,0.10376623868912752
Fujian,0.12033030397154096,-0.012111671172595715,0.2883126042681598,-0.5303744609795027,-0.7332257930957901,-0.01325243434232015,0.35792054585230965,-0.04653019562066745,-0.16277174073756276,0.14452188598172364,0.42619612007719926,-0.0946126075404818,0.04706845001002749,-0.17233074771399498,-0.08256893039792018,1.0,0.19262498037181328,0.09628624582308411,0.09393595753858268,0.14187697524372558,-0.043006035740842094,0.2817083334752314,0.1820506238871707,0.18328938267566472,-0.08829489977751145,0.20623178540127815,-0.0443724971695377,-0.08621024422903006,0.1350989917536249,0.3172781273350066,0.29874539225015634,0.0891071741128536,-0.011893786310988612
Guangxi,-0.3060977680883495,0.15207064683872848,0.3000274654622165,0.08044883945208814,-0.2727632234571626,0.05703757380557638,-0.032286958881985385,-0.027404684518178422,-0.457798865251591,0.17028009131000332,0.10082699276614672,-0.4105858111632183,-0.29778608623839137,-0.23595826751235974,-0.03795143159395615,0.19262498037181328,1.0,-0.44904375301905286,0.16423593070572498,-0.10705019416998376,-0.1847264289516203,0.24271225646866704,0.012599263787387047,-0.2544180738994838,-0.026077837604933027,-0.3659973591073311,0.1722523597342618,-0.1986200222642564,0.1458014985953601,0.21782375945158852,0.27242401720429105,-0.030246046079303684,0.5079806165432899
Shaanxi,-0.0403287349912567,-0.07980616791603393,0.12183990047262042,-0.1201215914872465,-0.06260684215066135,-0.5600257335665507,0.41709167710342093,-0.06735956630734148,0.23671609564617974,0.060168718716125204,0.14057206765891256,-0.0314917685552158,0.258929087615018,0.19638843822023636,-0.28882687036192145,0.09628624582308411,-0.44904375301905286,1.0,-0.1691354308402613,0.47119092686283043,0.3690033480947305,-0.4475702668052047,-0.37092504131479853,0.111663375033467,0.03747289892024892,0.288403083769567,0.11859491670691985,0.05309227728410962,-0.01203517540201616,-0.4445293767701604,-0.02258177135121167,-0.07066030756518417,-0.4081591176306828
Yunnan,-0.00962596276207016,-0.144444790160455,-0.3289999479230023,-0.22234831362410046,0.050226758947743554,-0.018666059212858174,0.050256395982173185,-0.006662056320828372,-0.2759651872914696,0.2600069880257907,-0.16606269504623639,0.14121801273142356,-0.27609106486576984,-0.1818795228067847,-0.017197586072583933,0.09393595753858268,0.16423593070572498,-0.1691354308402613,1.0,-0.07745205752602065,0.131360725011789,-0.21868428467388404,0.17540213166626686,-0.22153195051341001,0.0748727240975934,-0.32282031598362787,0.06445473999835857,0.14356029648502178,0.5485328367643465,0.131775229497219,0.012893119021577444,-0.13330703526239743,0.12455047375590551
Hainan,-0.42534759617248485,0.1848816478348213,-0.04504560442631508,-0.25745528910251214,0.04116851081243492,-0.1394260035785162,0.2963984268096923,-0.05486752490879936,-0.08655208399363978,-0.08457477143321701,0.05933323562570633,0.19665618405217677,0.11255633377377076,0.4855490481655243,-0.33224393468307734,0.14187697524372558,-0.10705019416998376,0.47119092686283043,-0.07745205752602065,1.0,-0.10919425330693204,-0.19194373587131636,-0.401612813366681,0.012246725678021524,-0.043203809840381656,0.5060585465675737,0.22186307764623345,-0.10607862845907141,0.4344719238968273,-0.06261750430238078,0.20261876648247187,-0.18810112699521936,-0.13388244741827476
Guizhou,-0.21343649159383268,-0.40425282672824175,0.1309890618830901,0.20769550516714003,-0.0384122382675829,-0.30732258428620923,0.49052136862731816,-0.0037742865372520106,0.11705288452108677,0.09824634915730676,0.1397145894554996,0.18505185562793033,-0.1887660339597207,-0.3220878622142252,0.14824663225811796,-0.043006035740842094,-0.1847264289516203,0.3690033480947305,0.131360725011789,-0.10919425330693204,1.0,-0.1272805057259357,0.029007599150101825,-0.19677543910300432,0.13720697583159847,-0.23479098801664267,-0.1851002979121558,0.4109495311210187,-0.31230234569351695,-0.07369155314403077,-0.09851966903279322,0.12073584008248228,-0.13259485415670258
Tianjin,0.04202332182498726,0.03983403658202158,0.027491109710936632,-0.22694671565398222,-0.32561716972290977,0.02245123826554389,-0.2843341754612467,-0.03309081713940955,-0.3086231226665233,0.0686258128354973,-0.13648738265634186,-0.0657073059672755,-0.00046549080477872726,-0.1276856713357854,0.21827441230402794,0.2817083334752314,0.24271225646866704,-0.4475702668052047,-0.21868428467388404,-0.19194373587131636,-0.1272805057259357,1.0,0.32344060520579915,0.12675086330896052,-0.04477568104117335,0.050885959016071784,-0.2832363827016433,0.02252315694647929,-0.1451181450448788,0.41953526530346374,0.36311443656062087,0.025011849239260083,-0.0036613598245757582
Shanxi,0.05980798764662371,0.1619124076611539,-0.06883409678831735,-0.3411442637606212,-0.28398827437252827,-0.003765428004066163,-0.14163728579741885,-0.024271725758124953,-0.1507969900900403,0.22108416557634164,-0.06811419955265038,-0.045553494088408045,-0.18488160555842437,-0.5182973027923801,0.31186646869231094,0.1820506238871707,0.012599263787387047,-0.37092504131479853,0.17540213166626686,-0.401612813366681,0.029007599150101825,0.32344060520579915,1.0,0.1961196587296891,-0.05856327406050547,0.0006468447124113378,-0.22355176123461062,0.18652134093783437,-0.024352873010211776,0.32500546354785226,0.007073949925057152,0.14140775155315136,0.05119613381395604
Gansu,0.13147779437844573,0.18487416560688183,-0.15914444059285957,-0.28869103302302257,-0.09851414756954267,-0.033366216283070016,-0.23801878134845122,-0.002351752172353715,-0.03475903822916377,-0.04091324322522916,-0.10148895385742406,-0.14203891540981967,0.21056847662314673,0.1312953335917088,-0.0248288273753058,0.18328938267566472,-0.2544180738994838,0.111663375033467,-0.22153195051341001,0.012246725678021524,-0.19677543910300432,0.12675086330896052,0.1961196587296891,1.0,-0.05276922153363668,0.2593831299156693,-0.0736378920179132,-0.1013377540362643,-0.02546376542907194,-0.1940891888989147,0.052131365585563125,-0.02059169585809824,-0.19484631504682548
Hong Kong,-0.013438034136098538,-0.06978184458313645,-0.032229997685043574,-0.0012721279602879998,0.07173556341390687,-0.09517393417132788,-0.033459802478840395,-0.09679648665002326,-0.07699116263542488,0.019380374551454645,-0.09502593301634772,0.12074850010098223,0.02353614710553801,0.03820983366580518,0.02815232987141231,-0.08829489977751145,-0.026077837604933027,0.03747289892024892,0.0748727240975934,-0.043203809840381656,0.13720697583159847,-0.04477568104117335,-0.05856327406050547,-0.05276922153363668,1.0,-0.013121083799141389,-0.0716297257649813,0.09797636590379563,-0.047469503935134626,-0.022512494784346308,-0.019566953561535677,-0.18630992336956198,-0.03912107811429524
Liaoning,-0.15778304186572065,0.31251267492245677,-0.04967382608266288,-0.3367223668913346,-0.12713370883368288,0.08798201247352791,-0.018006116725270645,-0.028644118382760857,0.09758301024197644,-0.18098824244965897,0.028260061291059544,0.25330939646810907,0.31874109055075156,0.4960572080630049,0.13907701923165539,0.20623178540127815,-0.3659973591073311,0.288403083769567,-0.32282031598362787,0.5060585465675737,-0.23479098801664267,0.050885959016071784,0.0006468447124113378,0.2593831299156693,-0.013121083799141389,1.0,-0.20353744571152824,-0.1512682141420473,-0.01259373436204824,0.04139137587393807,-0.10962897566847825,-0.08529713697337965,-0.40331264149204227
Jilin,0.03922135149815788,8.156574702332934e-05,0.2125443438047044,0.10081708261017128,0.15575428177386283,-0.06274254094905171,0.22810901495622,-0.07446263170838274,-0.1376536698920345,0.4383047205106979,0.022688857554552078,-0.23796192807833397,-0.3801025479000022,-0.12018266911308857,-0.4561971909771572,-0.0443724971695377,0.1722523597342618,0.11859491670691985,0.06445473999835857,0.22186307764623345,-0.1851002979121558,-0.2832363827016433,-0.22355176123461062,-0.0736378920179132,-0.0716297257649813,-0.20353744571152824,1.0,-0.14681989942510593,0.24178747859576172,-0.4330681093648699,0.3827517454284601,0.10712605335030091,0.35236113049022916
Xinjiang,-0.04576063842947399,-0.11814917589609392,0.10058509002303728,0.08779585161977742,0.19130376108949335,-0.05058569457728669,0.009385588773770404,-0.01192779520884025,-0.09202838182417916,-0.15386128948933586,-0.23823769134182116,-0.001686298902992082,-0.18691322600552782,-0.05227814856091723,0.022082807912632414,-0.08621024422903006,-0.1986200222642564,0.05309227728410962,0.14356029648502178,-0.10607862845907141,0.4109495311210187,0.02252315694647929,0.18652134093783437,-0.1013377540362643,0.09797636590379563,-0.1512682141420473,-0.14681989942510593,1.0,-0.23486365998552647,0.11318080171945018,-0.2272915655752883,0.18640219689582624,-0.2852752969023385
Inner Mongolia,-0.05119243718532077,0.07276992190162263,-0.3877343030455071,-0.4606054172641062,-0.06912471023132792,-0.01500123366646358,-0.08253597743983093,-0.002860314407811506,-0.29250897734301806,0.1752483264851324,-0.18972044265532328,0.06968026857287894,-0.10906068771829691,0.10898410394546273,-0.3175494503605058,0.1350989917536249,0.1458014985953601,-0.01203517540201616,0.5485328367643465,0.4344719238968273,-0.31230234569351695,-0.1451181450448788,-0.024352873010211776,-0.02546376542907194,-0.047469503935134626,-0.01259373436204824,0.24178747859576172,-0.23486365998552647,1.0,-0.03637565605636029,0.31011385693411575,-0.3532040851982369,0.10100714773205428
Ningxia,0.17689309506845388,0.11094581450024281,0.21133130641418565,-0.06654245366523827,-0.24737640654507784,0.15617423503982214,0.18485930787312918,-0.01108275811616475,0.04299397819717646,-0.1200741063210403,0.21602198015218452,0.23115480129121488,0.0050719322408413455,-0.08421498790820602,0.3868674463476472,0.3172781273350066,0.21782375945158852,-0.4445293767701604,0.131775229497219,-0.06261750430238078,-0.07369155314403077,0.41953526530346374,0.32500546354785226,-0.1940891888989147,-0.022512494784346308,0.04139137587393807,-0.4330681093648699,0.11318080171945018,-0.03637565605636029,1.0,0.04439496099488129,-0.03120218801183643,0.1934023817971425
Qinghai,0.030738499334086265,-0.07236324947985141,0.2299128005184753,-0.19015030296132326,-0.12430321608132791,-0.3423846186732468,0.18468113135557682,0.005025065890841931,-0.4175013828066688,0.4457566365588498,0.19197081896951246,-0.11388149018148329,-0.339051235720083,-0.22060502788548317,-0.30202218361342376,0.29874539225015634,0.27242401720429105,-0.02258177135121167,0.012893119021577444,0.20261876648247187,-0.09851966903279322,0.36311443656062087,0.007073949925057152,0.052131365585563125,-0.019566953561535677,-0.10962897566847825,0.3827517454284601,-0.2272915655752883,0.31011385693411575,0.04439496099488129,1.0,0.021591902256971263,0.3045457134865855
Macau,0.06615219275684894,-0.11972312271476461,0.35498229665247616,0.01394603165214022,0.06833415709121489,0.0053928707982761805,0.18586300581896553,-0.048614962199679555,0.0315878062637022,0.05614284487892663,0.06197831478819384,0.010341865096790323,0.08595389430351082,-0.370317787308001,-0.08265140540278784,0.0891071741128536,-0.030246046079303684,-0.07066030756518417,-0.13330703526239743,-0.18810112699521936,0.12073584008248228,0.025011849239260083,0.14140775155315136,-0.02059169585809824,-0.18630992336956198,-0.08529713697337965,0.10712605335030091,0.18640219689582624,-0.3532040851982369,-0.03120218801183643,0.021591902256971263,1.0,-0.08820635274727129
Tibet,0.019240067082091885,-0.018605973058443446,0.31707670149563444,0.4311949212077552,-0.10160909157672846,0.1384644719288317,0.1944995361476567,0.0005278500744936962,-0.1147588102542205,0.15935196015060588,0.3380070314217907,-0.14521624339154843,-0.576129918403843,-0.303918822856767,0.10376623868912752,-0.011893786310988612,0.5079806165432899,-0.4081591176306828,0.12455047375590551,-0.13388244741827476,-0.13259485415670258,-0.0036613598245757582,0.05119613381395604,-0.19484631504682548,-0.03912107811429524,-0.40331264149204227,0.35236113049022916,-0.2852752969023385,0.10100714773205428,0.1934023817971425,0.3045457134865855,-0.08820635274727129,1.0
